date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Apr 8,home,Western Tech,W,8-4,8,4,4,win,20230408_za1o,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Riverland,riverlandcommunitycollege,huntervikemyrd8qd,Hunter Vikemyr
Apr 8,home,Western Tech,W,11-1,11,1,10,win,20230408_p7xv,1,1,0,0,6.0,5,1,1,1.50,3,5,2023,2022-23,div3,Riverland,riverlandcommunitycollege,huntervikemyrd8qd,Hunter Vikemyr
Apr 10,home,Western Tech,W,11-8,11,8,3,win,20230410_s7f9,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Riverland,riverlandcommunitycollege,huntervikemyrd8qd,Hunter Vikemyr
Apr 10,home,Western Tech,W,15-2,15,2,13,win,20230410_rwmz,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Riverland,riverlandcommunitycollege,huntervikemyrd8qd,Hunter Vikemyr
Apr 12,home,Viterbo University JV,W,20-9,20,9,11,win,20230412_3ox5,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Riverland,riverlandcommunitycollege,huntervikemyrd8qd,Hunter Vikemyr
Apr 12,home,Viterbo University JV,W,12-2,12,2,10,win,20230412_3tn1,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Riverland,riverlandcommunitycollege,huntervikemyrd8qd,Hunter Vikemyr
Apr 14,home,Rochester,L,11-3,11,3,8,win,20230414_31g4,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Riverland,riverlandcommunitycollege,huntervikemyrd8qd,Hunter Vikemyr
Apr 14,home,Rochester,W,13-3,13,3,10,win,20230414_emdv,1,1,0,0,6.0,7,3,3,4.50,3,4,2023,2022-23,div3,Riverland,riverlandcommunitycollege,huntervikemyrd8qd,Hunter Vikemyr
Apr 18,home,Rochester,W,6-5,6,5,1,win,20230418_4vvh,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Riverland,riverlandcommunitycollege,huntervikemyrd8qd,Hunter Vikemyr
Apr 18,home,Rochester,L,6-5,6,5,1,win,20230418_uvz2,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Riverland,riverlandcommunitycollege,huntervikemyrd8qd,Hunter Vikemyr
Apr 20,home,Upper Iowa,W,8-2,8,2,6,win,20230420_9h2k,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Riverland,riverlandcommunitycollege,huntervikemyrd8qd,Hunter Vikemyr
Apr 20,home,Upper Iowa,W,6-5,6,5,1,win,20230420_4mt0,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Riverland,riverlandcommunitycollege,huntervikemyrd8qd,Hunter Vikemyr
Apr 23,home,Minnesota Post Grad,L,6-5,6,5,1,win,20230423_xzaz,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Riverland,riverlandcommunitycollege,huntervikemyrd8qd,Hunter Vikemyr
Apr 23,home,Minnesota Post Grad,W,7-1,7,1,6,win,20230423_t5j7,1,1,0,0,7.0,4,1,1,1.29,3,13,2023,2022-23,div3,Riverland,riverlandcommunitycollege,huntervikemyrd8qd,Hunter Vikemyr
Apr 24,home,Minnesota Post Grad,W,6-0,6,0,6,win,20230424_ulpy,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Riverland,riverlandcommunitycollege,huntervikemyrd8qd,Hunter Vikemyr
Apr 24,home,Minnesota Post Grad,W,3-2,3,2,1,win,20230424_2ppo,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Riverland,riverlandcommunitycollege,huntervikemyrd8qd,Hunter Vikemyr
Apr 29,home,Century,W,5-1,5,1,4,win,20230429_wxp9,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Riverland,riverlandcommunitycollege,huntervikemyrd8qd,Hunter Vikemyr
Apr 29,home,Century,W,8-3,8,3,5,win,20230429_bbsq,1,1,0,0,7.0,7,3,2,2.57,2,10,2023,2022-23,div3,Riverland,riverlandcommunitycollege,huntervikemyrd8qd,Hunter Vikemyr
Apr 30,home,Century,W,11-1,11,1,10,win,20230430_si6c,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Riverland,riverlandcommunitycollege,huntervikemyrd8qd,Hunter Vikemyr
Apr 30,home,Century,L,4-3,4,3,1,win,20230430_a972,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Riverland,riverlandcommunitycollege,huntervikemyrd8qd,Hunter Vikemyr
